Dis No,Year,Seq,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Entry Criteria,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),Insured Damages ('000 US$),Total Damages ('000 US$),CPI,Dead,Injured,Affected
1923-0027-COL,1923,27,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Colombia,COL,South America,Americas,Ipiales,0,0,0,0,0,0,0,5,Richter,1,-77.5,05:31,0,1923,12,14,1923,12,14,300,0,0,0,0,0,0,0,6.6793246375811,RED,GREEN,GREEN
1923-0025-IRN,1923,25,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Qaleh Jaq Kmen, Bodzhnurd",0,0,0,0,0,0,0,6,Richter,36.617,57.046,10:39,0,1923,9,17,1923,9,17,157,0,0,0,0,0,0,0,6.6793246375811,RED,GREEN,GREEN
1923-0026-IRN,1923,26,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Sirjan,0,0,0,0,0,0,0,7,Richter,29.196,56.833,0,0,1923,9,23,1923,9,23,290,0,0,0,0,0,0,0,6.6793246375811,RED,GREEN,GREEN
1924-0005-ECU,1924,5,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Ecuador,ECU,South America,Americas,Chimborazo,0,0,0,0,0,0,0,7,Richter,-1.29,-78.52,03:01,0,1924,3,3,1924,3,3,40,0,0,0,0,0,0,0,6.7184613053794,YELLOW,GREEN,GREEN
1924-0007-IDN,1924,7,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Wonosobo (Central Java),0,0,0,0,0,0,0,0,Richter,-7.21,109.56,0,0,1924,12,2,1924,12,2,727,0,0,11250,11250,0,0,0,6.7184613053794,RED,GREEN,RED
1924-0010-CHN,1924,10,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Xinjiang,0,0,0,0,0,0,0,7,Richter,36.983,164,10:30,0,1924,7,3,1924,7,3,100,0,0,0,0,0,0,0,6.7184613053794,ORANGE,GREEN,GREEN
1924-0012-IDN,1924,12,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Java,0,0,0,0,0,0,0,0,Richter,-7.3,109.8,0,0,1924,11,12,1924,11,12,60,0,0,0,0,0,0,0,6.7184613053794,ORANGE,GREEN,GREEN
1924-0009-TUR,1924,9,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Erzurum,0,0,0,0,0,0,0,5,Richter,39.7,42.8,03:52,0,1924,5,13,1924,5,13,50,0,0,0,0,0,0,0,6.7184613053794,YELLOW,GREEN,GREEN
1924-0011-TUR,1924,11,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Erzurum,0,0,0,0,0,0,0,7,Richter,39.897,41.891,16:34,0,1924,9,13,1924,9,13,60,0,0,1140,1140,0,0,0,6.7184613053794,ORANGE,GREEN,RED
1925-0002-CHN,1925,2,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Talifu (Yunnan province),0,0,0,0,0,0,0,7,Richter,25.713,100.422,21:48,0,1925,3,16,1925,3,16,5000,0,0,0,0,0,0,0,6.8750079765728,RED,GREEN,GREEN
1925-0005-USA,1925,5,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,United States of America (the),USA,Northern America,Americas,Santa Barbara (California),0,0,0,0,No,No,0,6,Richter,34.25 ,119.41 ,0,0,1925,6,29,1925,6,29,13,0,0,0,0,0,0,8000,6.8750079765728,BLUE,GREEN,GREEN
1925-0014-CHN,1925,14,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Yunnan province,0,0,0,0,0,0,0,6,Richter,27,100,0,0,1925,10,15,1925,10,15,12,0,0,1500,1500,0,0,0,6.8750079765728,BLUE,GREEN,RED
1925-0010-PHL,1925,10,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Philippines (the),PHL,South-Eastern Asia,Asia,W. Luzo Isl.,0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,9.782,123.064,18:06,0,1925,8,7,1925,8,7,17,0,0,0,0,0,0,0,6.8750079765728,BLUE,GREEN,GREEN
1925-0015-IRN,1925,15,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Bajestan,0,0,0,0,0,0,0,6,Richter,34.6,58.1,0,0,1925,12,14,1925,12,14,500,0,0,0,0,0,0,0,6.8750079765728,RED,GREEN,GREEN
1925-0011-JPN,1925,11,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,Tajima (Honshu),0,0,0,0,0,0,0,7,Richter,35.423,135.007,11:09,0,1925,5,23,1925,5,23,395,0,0,9999,9999,0,0,0,6.8750079765728,RED,GREEN,RED
1925-0009-TUR,1925,9,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Ardahan,0,0,0,0,0,0,0,6,Richter,41.2,42.8,20:38,0,1925,1,9,1925,1,9,200,0,0,0,0,0,0,0,6.8750079765728,RED,GREEN,GREEN
1925-0013-TUR,1925,13,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Turkey,TUR,Western Asia,Asia,Dinar,0,0,0,0,0,0,0,6,Richter,38,30.5,09:46,0,1925,8,7,1925,8,7,3,0,0,6129,6129,0,0,0,6.8750079765728,GREEN,GREEN,RED
1925-0012-USA,1925,12,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,United States of America (the),USA,Northern America,Americas,Santa Barbara (California),0,0,0,0,0,0,0,6,Richter,34.3,-119.8,06:42,0,1925,6,29,1925,6,29,13,0,0,0,0,0,0,8000,6.8750079765728,BLUE,GREEN,GREEN
1926-0014-EGY,1926,14,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Egypt,EGY,Northern Africa,Africa,Basse-Egypte,0,0,0,0,0,0,0,0,Richter,30.03 ,31.15 ,0,0,1926,6,26,1926,6,26,12,0,0,0,0,0,0,0,6.9402357562366,BLUE,GREEN,GREEN
1927-0014-IDN,1927,14,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Sulawesi, Donggala",0,Tsunami/Tidal wave,0,0,0,0,0,6,Richter,-0.842,120.764,11:37,0,1927,12,1,1927,12,1,50,50,0,0,50,0,0,0,6.8097801969089,YELLOW,BLUE,GREEN
1927-0006-CHN,1927,6,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Gansu province,0,0,0,0,0,0,0,8,Richter,37.645,102.489,05:38,0,1927,5,23,1927,5,23,40912,524,0,133370,133894,0,0,0,6.8097801969089,RED,RED,RED
1927-0007-JOR,1927,7,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Jordan,JOR,Western Asia,Asia,"Nablus, Damiya",0,0,0,0,0,0,0,6,Richter,31.922,35.633,16:04,0,1927,7,11,1927,7,11,268,0,0,0,0,0,0,0,6.8097801969089,RED,GREEN,GREEN
1927-0004-JPN,1927,4,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Japan,JPN,Eastern Asia,Asia,"Tango, Honshu",0,0,0,0,0,0,0,7,Richter,35.632,135.013,18:27,0,1927,3,7,1927,3,7,3022,3295,29463,46782,79540,0,0,40000,6.8097801969089,RED,RED,RED
1928-0007-BGR,1928,7,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Bulgaria,BGR,Eastern Europe,Europe,Plovdiv,0,0,0,0,No,No,0,0,Richter,,,0,0,1928,4,14,1928,4,14,107,0,0,0,0,0,0,0,6.7315068613122,RED,GREEN,GREEN
1928-0024-CAN,1928,24,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Canada,CAN,Northern America,Americas,"Burin Peninsula, Newfoundland",Earthquake,0,0,0,No,No,0,7,Richter,48.60 ,58.00 ,0,0,1928,11,18,1928,11,18,27,0,0,0,0,0,0,0,6.7315068613122,BLUE,GREEN,GREEN
1928-0003-CHL,1928,3,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Chile,CHL,South America,Americas,Talca,0,0,0,0,0,0,0,0,Richter,35.28 ,71.40 ,0,0,1928,0,0,1928,0,0,220,0,0,0,0,0,0,0,6.7315068613122,RED,GREEN,GREEN
1928-0001-GRC,1928,1,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Greece,GRC,Southern Europe,Europe,0,0,0,0,0,0,0,0,0,Richter,38.00 ,23.44 ,0,0,1928,0,0,1928,0,0,103,0,0,0,0,0,0,0,6.7315068613122,RED,GREEN,GREEN
1928-0012-IDN,1928,12,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,Flores sea,Volacno and landslide,0,0,0,No,No,0,3,Richter,8.30 ,121.70 ,0,0,1928,8,4,1928,8,4,128,0,0,0,0,0,0,0,6.7315068613122,RED,GREEN,GREEN
1928-0006-ROU,1928,6,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Romania,ROU,Eastern Europe,Europe,0,0,0,0,0,0,0,0,0,Richter,,,0,0,1928,4,14,1928,4,14,0,0,0,0,0,0,0,0,6.7315068613122,GREEN,GREEN,GREEN
1928-0005-TUR,1928,5,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Torbah-Izmir,0,0,0,0,0,0,0,0,Richter,38.25 ,27.10 ,0,0,1928,3,30,1928,3,30,50,209,0,0,209,0,0,0,6.7315068613122,YELLOW,RED,ORANGE
1929-0013-NZL,1929,13,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,New Zealand,NZL,Australia and New Zealand,Oceania,Murchison,0,"Slide (land, mud, snow, rock)",Tsunami/Tidal wave,0,0,0,0,8,Richter,-41.55,172.25,10:47,0,1929,6,17,1929,6,17,17,0,0,0,0,0,0,0,6.7315068613122,BLUE,GREEN,GREEN
1929-0012-IRN,1929,12,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kopet-Dagh, Beinin",0,0,0,0,0,0,0,7,Richter,37.8,57.8,19:07,0,1929,5,1,1929,5,1,3253,1121,0,0,1121,0,0,0,6.7315068613122,RED,RED,RED
1930-0006-MMR,1930,6,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Pegu, Rangoon",0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,17.86,96.43,20:15,0,1930,5,5,1930,5,5,500,0,0,0,0,0,0,0,6.5488690782533,RED,GREEN,GREEN
1930-0025-IRN,1930,25,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Salmas,0,0,0,0,0,0,0,7,Richter,38.087,44.781,19:34,0,1930,5,6,1930,5,6,1360,0,0,0,0,0,0,0,6.5488690782533,RED,GREEN,GREEN
1930-0008-ITA,1930,8,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,"Irpina, Naples",0,0,0,0,0,0,0,6,Richter,40.922,15.377,02:08,0,1930,7,23,1930,7,23,1883,0,10000,0,10000,0,0,5000,6.5488690782533,RED,GREEN,RED
1930-0012-JPN,1930,12,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Japan,JPN,Eastern Asia,Asia,Idu (Honshu),0,0,0,0,0,0,0,7,Richter,35.05,139.129,04:02,0,1930,11,26,1930,11,26,259,1825,0,24297,26122,0,0,0,6.5488690782533,RED,RED,RED
1930-0017-MMR,1930,17,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Myanmar,MMR,South-Eastern Asia,Asia,"Nyauglebin, Toungoo, Pyu",0,0,0,0,0,0,0,7,Richter,18.233,96.298,01:21,0,1930,12,4,1930,12,4,36,0,0,0,0,0,0,0,6.5488690782533,YELLOW,GREEN,GREEN
1930-0034-ALB,1930,34,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Albania,ALB,Southern Europe,Europe,"Vlore, Himare, Kuc",0,0,0,0,0,0,0,6,Richter,40.5,19.5,15:00,0,1930,11,21,1930,11,21,35,108,2940,0,3048,0,0,0,6.5488690782533,YELLOW,ORANGE,RED
1930-0035-ALB,1930,35,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Albania,ALB,Southern Europe,Europe,"Vlore, Tepelene",0,0,0,0,0,0,0,5,Richter,40.3,19.6,0,0,1930,12,2,1930,12,2,25,0,0,0,0,0,0,0,6.5488690782533,BLUE,GREEN,GREEN
1930-0029-CHN,1930,29,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Yunnan province,0,0,0,0,0,0,0,6,Richter,26.8,103,20:18,0,1930,5,14,1930,5,14,42,0,0,0,0,0,0,0,6.5488690782533,YELLOW,GREEN,GREEN
1930-0031-CHN,1930,31,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Sichuan province,0,0,0,0,0,0,0,6,Richter,30,100,17:51,0,1930,8,24,1930,8,24,200,0,0,0,0,0,0,0,6.5488690782533,RED,GREEN,GREEN
1930-0033-ITA,1930,33,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,Senigalia,0,0,0,0,0,0,0,6,Richter,43.667,13.267,08:10,0,1930,10,30,1930,10,30,18,0,0,0,0,0,0,0,6.5488690782533,BLUE,GREEN,GREEN
1930-0030-MMR,1930,30,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Myanmar,MMR,South-Eastern Asia,Asia,Tharrawaddy,0,0,0,0,0,0,0,0,Richter,17.4,95.5,0,0,1930,7,18,1930,7,18,50,0,0,0,0,0,0,0,6.5488690782533,YELLOW,GREEN,GREEN
1930-0028-NIC,1930,28,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Nicaragua,NIC,Central America,Americas,Managua,0,0,0,0,0,0,0,0,Richter,12.1,-86.2,0,0,1930,3,31,1930,3,31,1000,0,0,0,0,0,0,15000,6.5488690782533,RED,GREEN,GREEN
1930-0032-TJK,1930,32,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Tajikistan,TJK,Central Asia,Asia,Dushanbe,0,0,0,0,0,0,0,6,Richter,38.4,68.5,0,0,1930,9,22,1930,9,22,175,0,0,0,0,0,0,0,6.5488690782533,RED,GREEN,GREEN
1930-0036-TWN,1930,36,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Taiwan (Province of China),TWN,Eastern Asia,Asia,Tainan,0,0,0,0,0,0,0,6,Richter,23.261,120.277,16:08,0,1930,12,8,1930,12,8,4,0,0,891,891,0,0,0,6.5488690782533,GREEN,GREEN,RED
1930-0037-TWN,1930,37,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Taiwan (Province of China),TWN,Eastern Asia,Asia,Tainan,0,0,0,0,0,0,0,6,Richter,23.2,120.6,12:19,0,1930,12,22,1930,12,22,0,0,0,363,363,0,0,0,6.5488690782533,GREEN,GREEN,RED
1931-0001-NIC,1931,1,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Nicaragua,NIC,Central America,Americas,Managua,0,0,0,0,0,0,0,6,Richter,13.2,-85.7,10:16,0,1931,3,31,1931,3,31,1000,0,0,0,0,0,0,15000,5.9618190612784,RED,GREEN,GREEN
1931-0004-NZL,1931,4,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,New Zealand,NZL,Australia and New Zealand,Oceania,"Wairoa, Hastings, Napier Hawke's Bay",0,0,0,0,0,0,0,7,Richter,-39.659,176.42,10:47,0,1931,2,3,1931,2,3,256,0,11000,0,11000,0,0,25000,5.9618190612784,RED,GREEN,RED
1931-0011-SLB,1931,11,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Solomon Islands,SLB,Melanesia,Oceania,San Cristobal isl.,Earthquake,0,0,0,0,0,0,8,Richter,11.117,161.11,06:13,0,1931,10,4,1931,10,4,50,0,0,0,0,0,0,0,5.9618190612784,YELLOW,GREEN,GREEN
1931-0018-ALB,1931,18,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Albania,ALB,Southern Europe,Europe,Korce,0,0,0,0,0,0,0,6,Richter,40.6,20.8,06:55,0,1931,1,28,1931,1,28,90,0,0,0,0,0,0,0,5.9618190612784,ORANGE,GREEN,GREEN
1931-0019-ARM,1931,19,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Armenia,ARM,Western Asia,Asia,"Zangezur, Nakhitchevan",0,0,0,0,0,0,0,6,Richter,39.2,46,20:50,0,1931,4,27,1931,4,27,2890,0,0,0,0,0,0,0,5.9618190612784,RED,GREEN,GREEN
1931-0020-CHN,1931,20,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Xinjiang Weiwuer Zizhiqu province,0,0,0,0,0,0,0,8,Richter,46.817,89.915,03:18,0,1931,8,11,1931,8,11,10000,0,0,0,0,0,0,0,5.9618190612784,RED,GREEN,GREEN
1932-0009-IDN,1932,9,Natural,Geophysical,Earthquake,Ground movement,0,0,Affect,Indonesia,IDN,South-Eastern Asia,Asia,"Kakas, Langowan, Poso, Tondano (North Sulawesi)",0,0,0,0,0,0,0,7,Richter,0.5,126,21:08,0,1932,5,14,1932,5,14,6,115,0,2960,3075,0,0,0,5.348677932438,GREEN,ORANGE,RED
1932-0020-GRC,1932,20,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Greece,GRC,Southern Europe,Europe,Hierissos-Strantonion (Chalkidiki),0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,40.5,23.9,21:20,0,1932,9,26,1932,9,26,151,669,9654,12318,22641,0,0,0,5.348677932438,RED,RED,RED
1932-0019-IDN,1932,19,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,"Ambon Isl., Ceram Isl.",0,Tsunami/Tidal wave,0,0,0,0,0,0,Richter,-3.57,128.35,20:38,0,1932,9,9,1932,9,9,0,0,0,365,365,0,0,0,5.348677932438,GREEN,GREEN,RED
1932-0017-MEX,1932,17,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Mexico,MEX,Central America,Americas,Near coast of Jalisco,0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,19.5,-104.25,04:36,0,1932,6,3,1932,6,3,400,120,0,0,120,0,0,0,5.348677932438,RED,ORANGE,YELLOW
1932-0018-MEX,1932,18,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Mexico,MEX,Central America,Americas,Central,0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,19,-104.5,06:59,0,1932,6,22,1932,6,22,0,0,0,2000,2000,0,0,0,5.348677932438,GREEN,GREEN,RED
1932-0016-IRN,1932,16,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Torbet-I-Kheydarly,0,0,0,0,0,0,0,5,Richter,36.6,53.4,0,0,1932,5,20,1932,5,20,1070,0,0,0,0,0,0,0,5.348677932438,RED,GREEN,GREEN
1933-0021-CHN,1933,21,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Sichuan prpvince,0,0,0,0,0,0,0,8,Richter,31.9,103.4,14:50,0,1933,8,25,1933,8,25,10000,0,0,0,0,0,0,0,5.0747212578497,RED,GREEN,GREEN
1933-0007-USA,1933,7,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,United States of America (the),USA,Northern America,Americas,Long Beach (California),0,Tsunami/Tidal wave,0,0,0,0,0,6,Richter,33.62,117.97,17:54,0,1933,3,10,1933,3,10,116,0,0,0,0,0,0,38500,5.0747212578497,RED,GREEN,GREEN
1933-0001-JPN,1933,1,Natural,Geophysical,Earthquake,Tsunami,0,0,Kill,Japan,JPN,Eastern Asia,Asia,Sanriku,Earthquake,0,0,0,0,0,0,8,Richter,39.224,144.622,02:1,0,1933,3,3,1933,3,3,3000,0,0,0,0,0,0,0,5.0747212578497,RED,GREEN,GREEN
1933-0026-CHN,1933,26,Natural,Geophysical,Earthquake,0,0,0,Kill,China,CHN,Eastern Asia,Asia,Sichuan province,0,0,0,0,0,0,0,5,Richter,29.5,102.5,0,0,1933,9,20,1933,9,20,200,0,0,150,150,0,0,0,5.0747212578497,RED,GREEN,YELLOW
1933-0027-ITA,1933,27,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Italy,ITA,Southern Europe,Europe,Central,0,0,0,0,0,0,0,0,Richter,42,14.2,04:33,0,1933,9,26,1933,9,26,10,0,0,0,0,0,0,0,5.0747212578497,GREEN,GREEN,GREEN
1934-0006-ROU,1934,6,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Romania,ROU,Eastern Europe,Europe,0,0,0,0,0,0,0,0,0,Richter,,,0,0,1934,3,29,1934,3,29,0,0,0,0,0,0,0,0,5.2443134849758,GREEN,GREEN,GREEN
1934-0020-TUR,1934,20,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Diyarbakir (Kurdistan),0,0,0,0,0,0,0,0,Richter,37.919,40.211,0,0,1934,11,27,1934,11,27,100,0,0,0,0,0,0,0,5.2443134849758,ORANGE,GREEN,GREEN
1934-0021-TUR,1934,21,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Diyarbakir (Kurdistan),0,0,0,0,0,0,0,0,Richter,37.919,40.211,0,0,1934,12,15,1934,12,15,20,0,0,0,0,0,0,0,5.2443134849758,BLUE,GREEN,GREEN
1935-0005-PAK,1935,5,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Pakistan,PAK,Southern Asia,Asia,Quetta (Baluchistan),0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,29.5,66.8,03.02,0,1935,5,31,1935,5,31,60000,25000,0,0,25000,0,0,0,5.3747690443035,RED,RED,RED
1935-0003-TWN,1935,3,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,"Taihoku, Taichu,n Mialoi",0,0,0,0,0,0,0,6,Richter,24.3,124.3,0,0,1935,4,21,1935,4,21,3276,12053,0,89535,101588,0,0,0,5.3747690443035,RED,RED,RED
1935-0006-TWN,1935,6,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Taiwan (Province of China),TWN,Eastern Asia,Asia,Xiinzhu,0,0,0,0,0,0,0,7,Richter,24.6,120.8,0,0,1935,7,17,1935,7,17,2746,6004,0,150000,156004,0,0,0,5.3747690443035,RED,RED,RED
1935-0032-CHN,1935,32,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Sichuan province,0,0,0,0,0,0,0,6,Richter,28.7,103.6,14:10,0,1935,12,18,1935,12,18,100,0,0,0,0,0,0,0,5.3747690443035,ORANGE,GREEN,GREEN
1935-0029-IRN,1935,29,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Alborz,0,0,0,0,0,0,0,6,Richter,36.3,53.3,13:57,0,1935,3,5,1935,3,5,60,0,0,0,0,0,0,0,5.3747690443035,ORANGE,GREEN,GREEN
1935-0030-IRN,1935,30,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Kevsut, Alborz, Sari",0,0,0,0,0,0,0,6,Richter,36.3,53.5,02:45,0,1935,4,12,1935,4,12,690,0,0,0,0,0,0,0,5.3747690443035,RED,GREEN,GREEN
1935-0031-TUR,1935,31,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Turkey,TUR,Western Asia,Asia,Kigi,0,0,0,0,0,0,0,6,Richter,39.3,40.6,13:24,0,1935,5,1,1935,5,1,540,0,0,0,0,0,0,0,5.3747690443035,RED,GREEN,GREEN
1936-0015-IDN,1936,15,Natural,Geophysical,Earthquake,Ground movement,0,0,OFDA,Indonesia,IDN,South-Eastern Asia,Asia,"Banda Aceh, Lhok Sukon, Lhoksemawe",0,Tsunami/Tidal wave,0,0,0,0,0,7,Richter,6.1,94.7,04:12,0,1936,8,24,1936,8,24,9,20,0,0,20,0,0,0,5.4399968239674,GREEN,GREEN,GREEN
1936-0011-IDN,1936,11,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Indonesia,IDN,South-Eastern Asia,Asia,"Tapanuli, Karo (North Sumatera)",0,0,0,0,0,0,0,0,Richter,3.5,97.5,0,0,1936,9,9,1936,9,9,17,0,0,0,0,0,0,0,5.4399968239674,BLUE,GREEN,GREEN
1936-0027-CHN,1936,27,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,China,CHN,Eastern Asia,Asia,Gansu province,0,0,0,0,0,0,0,7,Richter,35.4,103.4,15:56,0,1936,2,7,1936,2,7,0,0,0,48250,48250,0,0,0,5.4399968239674,GREEN,GREEN,RED
1936-0030-CHN,1936,30,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Gansu province,0,0,0,0,0,0,0,6,Richter,34.2,105.7,13:24,0,1936,8,1,1936,8,1,115,31,0,22295,22326,0,0,0,5.4399968239674,RED,BLUE,RED
1936-0032-CHN,1936,32,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,China,CHN,Eastern Asia,Asia,Yunnan province,0,0,0,0,0,0,0,6,Richter,26.6,103,0,0,1936,8,17,1936,8,17,30,0,0,0,0,0,0,0,5.4399968239674,BLUE,GREEN,GREEN
1936-0026-COL,1936,26,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Colombia,COL,South America,Americas,0,0,0,0,0,0,0,0,7,Richter,1.1,-77.6,04:23,0,1936,1,9,1936,1,9,0,0,0,0,0,0,0,0,5.4399968239674,GREEN,GREEN,GREEN
1936-0031-COL,1936,31,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Colombia,COL,South America,Americas,Pasto,0,0,0,0,0,0,0,0,Richter,1.2,-77.3,0,0,1936,8,14,1936,8,14,18,0,0,0,0,0,0,0,5.4399968239674,BLUE,GREEN,GREEN
1936-0028-IDN,1936,28,Natural,Geophysical,Earthquake,Ground movement,0,0,Affected,Indonesia,IDN,South-Eastern Asia,Asia,Talaud Isl.,0,Tsunami/Tidal wave,0,0,0,0,0,8,Richter,4.5,126.5,19:09,0,1936,4,1,1936,4,1,0,0,0,845,845,0,0,0,5.4399968239674,GREEN,GREEN,RED
1936-0029-IRN,1936,29,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Abiz, Sarbisheh",0,0,0,0,0,0,0,6,Richter,33,60,22:56,0,1936,6,30,1936,6,30,12,0,0,0,0,0,0,0,5.4399968239674,BLUE,GREEN,GREEN
1936-0034-SLV,1936,34,Natural,Geophysical,Earthquake,Ground movement,0,0,Kill,El Salvador,SLV,Central America,Americas,San Vicente,0,0,0,0,0,0,0,0,Richter,13.2,-88.7,0,0,1936,12,19,1936,12,19,400,0,0,0,0,0,0,0,5.4399968239674,RED,GREEN,GREEN
